instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt
2018,2016-04-02,2,6,4,0,5,0,1,0.574468,0.530303,0.55,0.298507,3478,5804,9282
2019,2016-04-03,2,6,4,0,6,0,1,0.425532,0.424242,0.4,0.358209,1921,4879,6800
2020,2016-04-04,2,6,4,0,0,1,1,0.659574,0.590909,0.55,0.373134,971,6427,7398
2021,2016-04-05,2,6,4,0,1,1,3,0.340426,0.363636,0.45,0.358209,645,6867,7512
2022,2016-04-06,2,6,4,0,2,1,3,0.468085,0.454545,0.48,0.313433,1055,8013,9068
2023,2016-04-07,2,6,4,0,3,1,1,0.553191,0.515152,0.67,0.268657,490,4943,5433
2024,2016-04-08,2,6,4,0,4,1,3,0.425532,0.424242,0.42,0.268657,1651,7878,9529
2025,2016-04-09,2,6,4,0,5,0,1,0.382979,0.393939,0.61,0.358209,795,3274,4069
2026,2016-04-10,2,6,4,0,6,0,1,0.404255,0.409091,0.43,0.238806,2507,4914,7421
2027,2016-04-11,2,6,4,0,0,1,3,0.659574,0.590909,0.52,0.402985,1479,7977,9456
2028,2016-04-12,2,6,4,0,1,1,1,0.595745,0.545455,0.56,0.38806,926,7657,8583
2029,2016-04-13,2,6,4,0,2,1,4,0.489362,0.469697,0.4,0.149254,1152,8979,10131
2030,2016-04-14,2,6,4,0,3,1,1,0.553191,0.515152,0.53,0.119403,1323,9200,10523
2031,2016-04-15,2,6,4,0,4,1,3,0.553191,0.515152,0.53,0.104478,2329,9066,11395
2032,2016-04-16,2,6,4,1,5,0,3,0.638298,0.575758,0.48,0.149254,5969,7536,13505
2033,2016-04-17,2,6,4,0,6,0,1,0.659574,0.590909,0.47,0.089552,5252,7115,12367
2034,2016-04-18,2,6,4,0,0,1,1,0.787234,0.681818,0.48,0.119403,2409,9473,11882
2035,2016-04-19,2,6,4,0,1,1,1,0.787234,0.681818,0.52,0.253731,1962,9965,11927
2036,2016-04-20,2,6,4,0,2,1,1,0.638298,0.575758,0.37,0.19403,1712,9938,11650
2037,2016-04-21,2,6,4,0,3,1,1,0.680851,0.606061,0.59,0.253731,1738,9709,11447
2038,2016-04-22,2,6,4,0,4,1,1,0.680851,0.606061,0.73,0.253731,2068,9025,11093
2039,2016-04-23,2,6,4,0,5,0,1,0.638298,0.575758,0.64,0.298507,3018,5469,8487
2040,2016-04-24,2,6,4,0,6,0,1,0.574468,0.530303,0.35,0.19403,4816,7132,11948
2041,2016-04-25,2,6,4,0,0,1,1,0.723404,0.636364,0.62,0.19403,2296,9398,11694
2042,2016-04-26,2,6,4,0,1,1,2,0.808511,0.69697,0.53,0.283582,1754,9964,11718
2043,2016-04-27,2,6,4,0,2,1,3,0.638298,0.575758,0.81,0.19403,924,7436,8360
2044,2016-04-28,2,6,4,0,3,1,1,0.446809,0.439394,0.88,0.19403,353,4842,5195
2045,2016-04-29,2,6,4,0,4,1,1,0.446809,0.439394,0.85,0.179104,1055,7203,8258
2046,2016-04-30,2,6,4,0,5,0,1,0.468085,0.454545,0.84,0.149254,2845,5666,8511
2047,2016-05-01,2,6,5,0,6,0,3,0.489362,0.469697,0.93,0.164179,947,3429,4376
2048,2016-05-02,2,6,5,0,0,1,3,0.680851,0.606061,0.85,0.134328,1275,6864,8139
2049,2016-05-03,2,6,5,0,1,1,3,0.659574,0.590909,0.81,0.179104,803,7329,8132
2050,2016-05-04,2,6,5,0,2,1,3,0.510638,0.484848,0.84,0.223881,1018,8607,9625
2051,2016-05-05,2,6,5,0,3,1,3,0.468085,0.454545,0.78,0.268657,893,7833,8726
2052,2016-05-06,2,6,5,0,4,1,3,0.446809,0.439394,0.85,0.208955,169,2933,3102
2053,2016-05-07,2,6,5,0,5,0,3,0.574468,0.530303,0.78,0.164179,2879,6346,9225
2054,2016-05-08,2,6,5,0,6,0,3,0.638298,0.575758,0.59,0.238806,4057,6746,10803
2055,2016-05-09,2,6,5,0,0,1,3,0.553191,0.515152,0.71,0.134328,1022,8142,9164
2056,2016-05-10,2,6,5,0,1,1,3,0.553191,0.515152,0.75,0.164179,1311,8931,10242
2057,2016-05-11,2,6,5,0,2,1,3,0.510638,0.484848,0.85,0.119403,620,7049,7669
2058,2016-05-12,2,6,5,0,3,1,3,0.574468,0.530303,0.86,0.104478,1488,9317,10805
2059,2016-05-13,2,6,5,0,4,1,3,0.723404,0.636364,0.66,0.19403,1543,8563,10106
2060,2016-05-14,2,6,5,0,5,0,3,0.680851,0.606061,0.63,0.238806,3362,6027,9389
2061,2016-05-15,2,6,5,0,6,0,3,0.531915,0.5,0.48,0.313433,2686,5821,8507
2062,2016-05-16,2,6,5,0,0,1,2,0.574468,0.530303,0.49,0.208955,2267,9090,11357
2063,2016-05-17,2,6,5,0,1,1,3,0.489362,0.469697,0.71,0.104478,293,5081,5374
2064,2016-05-18,2,6,5,0,2,1,3,0.574468,0.530303,0.69,0.149254,1162,9421,10583
2065,2016-05-19,2,6,5,0,3,1,1,0.617021,0.560606,0.62,0.134328,1940,9780,11720
2066,2016-05-20,2,6,5,0,4,1,1,0.680851,0.606061,0.62,0.134328,3238,10622,13860
2067,2016-05-21,2,6,5,0,5,0,3,0.531915,0.5,0.79,0.253731,1059,3373,4432
2068,2016-05-22,2,6,5,0,6,0,1,0.468085,0.454545,0.9,0.223881,426,2425,2851
2069,2016-05-23,2,6,5,0,0,1,,0.680851,0.606061,0.73,0.164179,1249,6799,8048
2070,2016-05-24,2,6,5,0,1,1,1,0.765957,0.666667,0.62,0.208955,2397,10838,13235
2071,2016-05-25,2,6,5,0,2,1,3,0.808511,0.69697,0.6,0.119403,2220,10566,12786
2072,2016-05-26,2,6,5,0,3,1,3,0.829787,0.712121,0.7,0.19403,1881,10307,12188
2073,2016-05-27,2,6,5,0,4,1,3,0.829787,0.712121,0.7,0.208955,2767,9372,12139
2074,2016-05-28,2,6,5,1,5,0,1,0.829787,0.712121,0.68,0.223881,5846,5714,11560
2075,2016-05-29,2,6,5,0,6,0,1,0.765957,0.666667,0.76,0.149254,4911,4158,9069
2076,2016-05-30,2,6,5,0,0,1,2,0.744681,0.651515,0.77,0.134328,4229,5701,9930
2077,2016-05-31,2,6,5,0,1,1,2,0.829787,0.712121,0.71,0.089552,2045,9533,11578
2078,2016-06-01,2,6,6,0,2,1,1,0.829787,0.712121,0.7,0.134328,1669,10686,12355
2079,2016-06-02,2,6,6,0,3,1,3,0.765957,0.666667,0.75,0.119403,1671,10695,12366
2080,2016-06-03,2,6,6,0,4,1,2,0.744681,0.651515,0.84,0.149254,1448,7069,8517
2081,2016-06-04,2,6,6,0,5,0,2,0.765957,0.666667,0.85,0.179104,4286,7705,11991
2082,2016-06-05,2,6,6,0,6,0,2,0.787234,0.681818,0.79,0.253731,2851,6527,9378
2083,2016-06-06,2,6,6,0,0,1,2,0.829787,0.712121,0.65,0.208955,2055,10413,12468
2084,2016-06-07,2,6,6,0,1,1,3,0.829787,0.712121,0.66,0.238806,2118,11153,13271
2085,2016-06-08,2,6,6,0,2,1,2,0.659574,0.590909,0.46,0.343284,2097,11489,13586
2086,2016-06-09,2,6,6,0,3,1,3,0.765957,0.666667,0.52,0.223881,2217,11206,13423
2087,2016-06-10,2,6,6,0,4,1,1,0.765957,0.666667,0.48,0.238806,2891,10839,13730
2088,2016-06-11,2,6,6,0,5,0,1,0.93617,0.787879,0.55,0.238806,4328,7665,11993
2089,2016-06-12,2,6,6,0,6,0,1,0.893617,0.757576,0.45,0.343284,4153,6870,11023
2090,2016-06-13,2,6,6,0,0,1,1,0.744681,0.651515,0.44,0.268657,2607,10554,13161
2091,2016-06-14,2,6,6,0,1,1,1,0.744681,0.651515,0.46,0.208955,2409,11540,13949
2092,2016-06-15,2,6,6,0,2,1,1,0.765957,0.666667,0.7,0.164179,2277,10677,12954
2093,2016-06-16,2,6,6,0,3,1,1,0.851064,0.727273,0.75,0.208955,1778,9278,11056
2094,2016-06-17,2,6,6,0,4,1,1,0.765957,0.666667,0.69,0.253731,2826,10464,13290
2095,2016-06-18,2,6,6,0,5,0,1,0.787234,0.681818,0.53,0.164179,5823,7727,13550
2096,2016-06-19,2,6,6,0,6,0,2,0.851064,0.727273,0.45,0.179104,4779,7051,11830
2097,2016-06-20,2,6,6,0,0,1,3,0.87234,0.742424,0.51,0.179104,2818,10094,12912
2098,2016-06-21,3,6,6,0,1,1,1,0.87234,0.742424,0.7,0.19403,1672,7841,9513
2099,2016-06-22,3,6,6,0,2,1,1,0.808511,0.69697,0.63,0.19403,2876,11026,13902
2100,2016-06-23,3,6,6,0,3,1,1,0.765957,0.666667,0.78,0.164179,1598,7837,9435
2101,2016-06-24,3,6,6,0,4,1,1,0.808511,0.69697,0.76,0.19403,2617,9788,12405
2102,2016-06-25,3,6,6,0,5,0,3,0.787234,0.681818,0.62,0.19403,5858,7742,13600
2103,2016-06-26,3,6,6,0,6,0,1,0.808511,0.69697,0.55,0.119403,5274,7082,12356
2104,2016-06-27,3,6,6,0,0,1,3,0.829787,0.712121,0.74,0.238806,2332,9590,11922
2105,2016-06-28,3,6,6,0,1,1,2,0.829787,0.712121,0.8,0.164179,1624,9440,11064
2106,2016-06-29,3,6,6,0,2,1,1,0.765957,0.666667,0.66,0.253731,2464,11314,13778
2107,2016-06-30,3,6,6,0,3,1,1,0.787234,0.681818,0.6,0.149254,2396,10923,13319
2108,2016-07-01,3,6,7,0,4,1,3,0.829787,0.712121,0.76,0.179104,3026,9379,12405
2109,2016-07-02,3,6,7,0,5,0,3,0.744681,0.651515,0.65,0.223881,7360,6712,14072
2110,2016-07-03,3,6,7,0,6,0,1,0.659574,0.590909,0.7,0.104478,7759,5277,13036
2111,2016-07-04,3,6,7,1,0,1,1,0.659574,0.590909,0.92,0.223881,3708,3892,7600
2112,2016-07-05,3,6,7,0,1,1,3,0.87234,0.742424,0.76,0.19403,3107,8863,11970
2113,2016-07-06,3,6,7,0,2,1,1,0.893617,0.757576,0.69,0.119403,2531,9917,12448
2114,2016-07-07,3,6,7,0,3,1,3,0.893617,0.757576,0.7,0.19403,2270,9948,12218
2115,2016-07-08,3,6,7,0,4,1,3,0.87234,0.742424,0.74,0.179104,2309,9272,11581
2116,2016-07-09,3,6,7,0,5,0,3,0.893617,0.757576,0.68,0,4818,7380,12198
2117,2016-07-10,3,6,7,0,6,0,1,0.808511,0.69697,0.54,0.238806,4681,7300,11981
2118,2016-07-11,3,6,7,0,0,1,2,0.829787,0.712121,0.56,0.119403,2751,9959,12710
2119,2016-07-12,3,6,7,0,1,1,3,0.829787,0.712121,0.64,0.19403,2543,10625,13168
2120,2016-07-13,3,6,7,0,2,1,3,0.851064,0.727273,0.75,0.164179,2311,10209,12520
2121,2016-07-14,3,6,7,0,3,1,1,0.957447,0.80303,0.67,0.238806,2433,9653,12086
2122,2016-07-15,3,6,7,0,4,1,1,0.893617,0.757576,0.57,0.19403,3111,9502,12613
2123,2016-07-16,3,6,7,0,5,0,1,0.893617,0.757576,0.64,0.164179,7359,6478,13837
2124,2016-07-17,3,6,7,0,6,0,2,0.893617,0.757576,0.66,0.164179,8629,6897,15526
2125,2016-07-18,3,6,7,0,0,1,1,0.914894,0.772727,0.67,0.208955,2225,7504,9729
2126,2016-07-19,3,6,7,0,1,1,1,0.87234,0.742424,0.63,0.179104,2383,9942,12325
2127,2016-07-20,3,6,7,0,2,1,3,0.851064,0.727273,0.7,0.134328,2569,10731,13300
2128,2016-07-21,3,6,7,0,3,1,1,0.851064,0.727273,0.67,0.164179,2528,10334,12862
2129,2016-07-22,3,6,7,0,4,1,3,0.914894,0.772727,0.67,0.19403,3033,9072,12105
2130,2016-07-23,3,6,7,0,5,0,3,0.957447,0.80303,0.59,0.208955,4167,6094,10261
2131,2016-07-24,3,6,7,0,6,0,2,0.93617,0.787879,0.6,0.164179,3986,5629,9615
2132,2016-07-25,3,6,7,0,0,1,1,0.978723,0.818182,0.65,0.208955,2202,8073,10275
2133,2016-07-26,3,6,7,0,1,1,1,0.957447,0.80303,0.58,0.149254,2107,9043,11150
2134,2016-07-27,3,6,7,0,2,1,1,0.93617,0.787879,0.56,0.149254,2062,9506,11568
2135,2016-07-28,3,6,7,0,3,1,1,0.914894,0.772727,0.66,0.164179,1813,7553,9366
2136,2016-07-29,3,6,7,0,4,1,1,0.87234,0.742424,0.71,0.179104,3061,9090,12151
2137,2016-07-30,3,6,7,0,5,0,1,0.851064,0.727273,0.77,0.19403,3708,5230,8938
2138,2016-07-31,3,6,7,0,6,0,1,0.87234,0.742424,0.75,0.119403,4398,6446,10844
2139,2016-08-01,3,6,8,0,0,1,3,0.893617,0.757576,0.68,0.149254,2713,9238,11951
2140,2016-08-02,3,6,8,0,1,1,3,0.87234,0.742424,0.72,0.179104,2771,10603,13374
2141,2016-08-03,3,6,8,0,2,1,3,0.765957,0.666667,0.7,0.164179,2912,10679,13591
2142,2016-08-04,3,6,8,0,3,1,2,0.808511,0.69697,0.64,0.164179,3157,10398,13555
2143,2016-08-05,3,6,8,0,4,1,1,0.787234,0.681818,0.74,0.19403,3462,9724,13186
2144,2016-08-06,3,6,8,0,5,0,2,0.893617,0.757576,0.73,0.19403,4894,6446,11340
2145,2016-08-07,3,6,8,0,6,0,2,0.87234,0.742424,0.49,0.179104,5122,6840,11962
2146,2016-08-08,3,6,8,0,0,1,1,0.87234,0.742424,0.51,0.149254,2708,9218,11926
2147,2016-08-09,3,6,8,0,1,1,2,0.744681,0.651515,0.74,0.104478,2562,9862,12424
2148,2016-08-10,3,6,8,0,2,1,3,0.914894,0.772727,0.72,0.268657,2392,9866,12258
2149,2016-08-11,3,6,8,0,3,1,1,0.93617,0.787879,0.64,0.253731,2496,8970,11466
2150,2016-08-12,3,6,8,0,4,1,1,0.957447,0.80303,0.64,0.268657,2627,8226,10853
2151,2016-08-13,3,6,8,0,5,0,2,0.978723,0.818182,0.64,0.268657,3400,5317,8717
2152,2016-08-14,3,6,8,0,6,0,2,0.978723,0.818182,0.58,0.208955,2732,4976,7708
2153,2016-08-15,3,6,8,0,0,1,1,0.978723,0.818182,0.67,0.164179,1766,7474,9240
2154,2016-08-16,3,6,8,0,1,1,1,0.93617,0.787879,0.71,0.238806,2059,9257,11316
2155,2016-08-17,3,6,8,0,2,1,1,0.914894,0.772727,0.66,0.179104,1977,9011,10988
2156,2016-08-18,3,6,8,0,3,1,1,0.87234,0.742424,0.69,0.179104,2380,9441,11821
2157,2016-08-19,3,6,8,0,4,1,3,0.87234,0.742424,0.58,0.119403,2669,9246,11915
2158,2016-08-20,3,6,8,0,5,0,2,0.87234,0.742424,0.61,0.149254,4875,6659,11534
2159,2016-08-21,3,6,8,0,6,0,3,0.87234,0.742424,0.74,0.238806,2666,4586,7252
2160,2016-08-22,3,6,8,0,0,1,1,0.787234,0.681818,0.57,0.223881,2664,9685,12349
2161,2016-08-23,3,6,8,0,1,1,1,0.787234,0.681818,0.62,0.134328,2433,10609,13042
2162,2016-08-24,3,6,8,0,2,1,1,0.808511,0.69697,0.66,0.208955,2355,10398,12753
2163,2016-08-25,3,6,8,0,3,1,3,0.851064,0.727273,0.74,0.238806,2427,10097,12524
2164,2016-08-26,3,6,8,0,4,1,1,0.914894,0.772727,0.69,0.179104,2387,8909,11296
2165,2016-08-27,3,6,8,0,5,0,1,0.87234,0.742424,0.6,0.164179,4447,6750,11197
2166,2016-08-28,3,6,8,0,6,0,1,0.851064,0.727273,0.62,0.119403,3900,6628,10528
2167,2016-08-29,3,6,8,0,0,1,2,0.893617,0.757576,0.64,0.134328,2056,9377,11433
2168,2016-08-30,3,6,8,0,1,1,1,0.87234,0.742424,0.53,0.149254,1914,10302,12216
2169,2016-08-31,3,6,8,0,2,1,1,0.87234,0.742424,0.67,0.179104,1553,10060,11613
2170,2016-09-01,3,6,9,0,3,1,1,0.765957,0.666667,0.75,0.19403,1545,8453,9998
2171,2016-09-02,3,6,9,0,4,1,1,0.744681,0.651515,0.54,0.253731,3174,9541,12715
2172,2016-09-03,3,6,9,1,5,0,1,0.765957,0.666667,0.58,0.358209,5404,5623,11027
2173,2016-09-04,3,6,9,0,6,0,1,0.765957,0.666667,0.52,0.19403,7296,5494,12790
2174,2016-09-05,3,6,9,0,0,1,3,0.829787,0.712121,0.58,0.134328,4945,6275,11220
2175,2016-09-06,3,6,9,0,1,1,1,0.893617,0.757576,0.51,0.283582,2086,9666,11752
2176,2016-09-07,3,6,9,0,2,1,1,0.893617,0.757576,0.67,0.149254,1602,9426,11028
2177,2016-09-08,3,6,9,0,3,1,1,0.957447,0.80303,0.67,0.19403,1679,9791,11470
2178,2016-09-09,3,6,9,0,4,1,1,0.93617,0.787879,0.65,0.164179,2026,9389,11415
2179,2016-09-10,3,6,9,0,5,0,1,0.914894,0.772727,0.69,0.253731,3528,6848,10376
2180,2016-09-11,3,6,9,0,6,0,3,0.808511,0.69697,0.6,0.268657,4217,7368,11585
2181,2016-09-12,3,6,9,0,0,1,1,0.808511,0.69697,0.54,0.19403,2284,10027,12311
2182,2016-09-13,3,6,9,0,1,1,1,0.851064,0.727273,0.67,0.238806,2110,10695,12805
2183,2016-09-14,3,6,9,0,2,1,1,0.914894,0.772727,0.56,0.164179,1911,10614,12525
2184,2016-09-15,3,6,9,0,3,1,1,0.702128,0.621212,0.64,0.223881,2232,11041,13273
2185,2016-09-16,3,6,9,0,4,1,1,0.723404,0.636364,0.62,0.164179,2842,10369,13211
2186,2016-09-17,3,6,9,0,5,0,1,0.765957,0.666667,0.7,0.19403,5041,7861,12902
2187,2016-09-18,3,6,9,0,6,0,1,0.851064,0.727273,0.77,0.223881,4253,7094,11347
2188,2016-09-19,3,6,9,0,0,1,1,0.723404,0.636364,0.91,0.164179,953,7511,8464
2189,2016-09-20,3,6,9,0,1,1,1,0.744681,0.651515,0.82,0.208955,1926,10704,12630
2190,2016-09-21,3,6,9,0,2,1,2,0.765957,0.666667,0.76,0.19403,1859,10630,12489
2191,2016-09-22,4,6,9,0,3,1,2,0.829787,0.712121,0.61,0.164179,2046,10684,12730
2192,2016-09-23,4,6,9,0,4,1,3,0.851064,0.727273,0.67,0.119403,2987,10355,13342
2193,2016-09-24,4,6,9,0,5,0,2,0.702128,0.621212,0.79,0.208955,5192,7914,13106
2194,2016-09-25,4,6,9,0,6,0,2,0.680851,0.606061,0.69,0.149254,4674,7275,11949
2195,2016-09-26,4,6,9,0,0,1,1,0.638298,0.575758,0.78,0.238806,1844,9608,11452
2196,2016-09-27,4,6,9,0,1,1,1,0.702128,0.621212,0.72,0.134328,1883,10474,12357
2197,2016-09-28,4,6,9,0,2,1,2,0.638298,0.575758,0.92,0.238806,161,2359,2520
2198,2016-09-29,4,6,9,0,3,1,1,0.361702,0.378788,0.54,0.149254,495,5391,5886
2199,2016-09-30,4,6,9,0,4,1,3,0.425532,0.424242,0.59,0.19403,1216,7310,8526
2200,2016-10-01,4,6,10,0,5,0,3,0.340426,0.363636,0.58,0.19403,1782,4847,6629
2201,2016-10-02,4,6,10,0,6,0,3,0.361702,0.378788,0.54,0.149254,3910,6534,10444
2202,2016-10-03,4,6,10,0,0,1,3,0.425532,0.424242,0.59,0.19403,2445,9856,12301
2203,2016-10-04,4,6,10,0,1,1,3,0.234043,0.287879,0.51,0.402985,2237,10557,12794
2204,2016-10-05,4,6,10,0,2,1,3,0.191489,0.257576,0.41,0.238806,1855,10735,12590
2205,2016-10-06,4,6,10,0,3,1,3,0.255319,0.30303,0.49,0.089552,2178,10184,12362
2206,2016-10-07,4,6,10,0,4,1,2,0.297872,0.333333,0.76,0.059701,3358,9837,13195
2207,2016-10-08,4,6,10,1,5,0,2,0.319149,0.348485,0.92,0.104478,1498,3627,5125
2208,2016-10-09,4,6,10,0,6,0,2,0.382979,0.393939,0.91,0.119403,4004,6022,10026
2209,2016-10-10,4,6,10,0,0,1,2,0.531915,0.5,0.72,0.402985,3167,7248,10415
2210,2016-10-11,4,6,10,0,1,1,2,0.276596,0.318182,0.36,0.238806,1870,9659,11529
2211,2016-10-12,4,6,10,0,2,1,3,0.340426,0.363636,0.51,0.328358,1919,9878,11797
2212,2016-10-13,4,6,10,0,3,1,3,0.170213,0.242424,0.37,0.238806,2090,10149,12239
2213,2016-10-14,4,6,10,0,4,1,1,0.425532,0.424242,0.56,0.179104,2956,9515,12471
2214,2016-10-15,4,6,10,0,5,0,1,0.382979,0.393939,0.77,0.134328,5442,6877,12319
2215,2016-10-16,4,6,10,0,6,0,2,0.425532,0.424242,0.77,0.223881,4547,6706,11253
2216,2016-10-17,4,6,10,0,0,1,2,0.234043,0.287879,0.74,0.149254,2462,9443,11905
2217,2016-10-18,4,6,10,0,1,1,1,0.191489,0.257576,0.59,0.41791,2192,10794,12986
2218,2016-10-19,4,6,10,0,2,1,1,0.12766,0.212121,0.42,0.358209,2121,10800,12921
2219,2016-10-20,4,6,10,0,3,1,2,0.148936,0.227273,0.6,0.19403,2426,10594,13020
2220,2016-10-21,4,6,10,0,4,1,2,0.191489,0.257576,0.63,0.283582,1905,8680,10585
2221,2016-10-22,4,6,10,0,5,0,2,0.12766,0.212121,0.69,0.268657,2829,6075,8904
2222,2016-10-23,4,6,10,0,6,0,2,0.12766,0.212121,0.85,0.552239,3625,5980,9605
2223,2016-10-24,4,6,10,0,0,1,3,0.212766,0.272727,0.63,0.223881,1724,9076,10800
2224,2016-10-25,4,6,10,0,1,1,3,0.297872,0.333333,0.67,0.059701,1519,9662,11181
2225,2016-10-26,4,6,10,0,2,1,1,0.404255,0.409091,0.6,0.19403,1335,9362,10697
2226,2016-10-27,4,6,10,0,3,1,1,0.361702,0.378788,0.55,0.223881,860,8420,9280
2227,2016-10-28,4,6,10,0,4,1,1,0.255319,0.30303,0.71,0.089552,1720,8907,10627
2228,2016-10-29,4,6,10,0,5,0,1,0.297872,0.333333,0.68,0.283582,4623,6992,11615
2229,2016-10-30,4,6,10,0,6,0,1,0.297872,0.333333,0.63,0.179104,4536,6366,10902
2230,2016-10-31,4,6,10,0,0,1,3,0.468085,0.454545,0.58,0.223881,1886,8840,10726
2231,2016-11-01,4,6,11,0,1,1,1,0.510638,0.484848,0.74,0.208955,1488,9881,11369
2232,2016-11-02,4,6,11,0,2,1,2,0.425532,0.424242,0.67,0.149254,1629,10494,12123
2233,2016-11-03,4,6,11,0,3,1,2,0.468085,0.454545,0.85,0.164179,1661,10297,11958
2234,2016-11-04,4,6,11,0,4,1,1,0.468085,0.454545,0.75,0.313433,2398,9582,11980
2235,2016-11-05,4,6,11,0,5,0,2,0.319149,0.348485,0.55,0.358209,4527,6776,11303
2236,2016-11-06,4,6,11,0,6,0,2,0.319149,0.348485,0.55,0.119403,3646,6194,9840
2237,2016-11-07,4,6,11,0,0,1,2,0.340426,0.363636,0.58,0.179104,1452,8703,10155
2238,2016-11-08,4,6,11,0,1,1,1,0.340426,0.363636,0.64,0.208955,1864,10162,12026
2239,2016-11-09,4,6,11,0,2,1,1,0.255319,0.30303,0.74,0.179104,946,6453,7399
2240,2016-11-10,4,6,11,0,3,1,1,0.255319,0.30303,0.55,0.313433,1377,8874,10251
2241,2016-11-11,4,6,11,0,4,1,1,0.148936,0.227273,0.38,0.343284,2595,7253,9848
2242,2016-11-12,4,6,11,1,5,0,1,0.148936,0.227273,0.45,0.149254,3192,5135,8327
2243,2016-11-13,4,6,11,0,6,0,3,0.12766,0.212121,0.5,0.432836,2970,5185,8155
2244,2016-11-14,4,6,11,0,0,1,1,0.106383,0.19697,0.43,0.208955,1275,7935,9210
2245,2016-11-15,4,6,11,0,1,1,1,0.148936,0.227273,0.87,0.134328,1201,9194,10395
2246,2016-11-16,4,6,11,0,2,1,1,0.425532,0.424242,0.75,0.238806,1136,8910,10046
2247,2016-11-17,4,6,11,0,3,1,1,0.361702,0.378788,0.71,0.19403,1217,9278,10495
2248,2016-11-18,4,6,11,0,4,1,1,0.255319,0.30303,0.47,0.283582,2059,9194,11253
2249,2016-11-19,4,6,11,0,5,0,1,0.297872,0.333333,0.47,0.19403,3121,5126,8247
2250,2016-11-20,4,6,11,0,6,0,3,0.553191,0.515152,0.58,0.268657,727,3099,3826
2251,2016-11-21,4,6,11,0,0,1,1,0.468085,0.454545,0.87,0.164179,528,6298,6826
2252,2016-11-22,4,6,11,0,1,1,1,0.425532,0.424242,0.68,0.164179,779,6847,7626
2253,2016-11-23,4,6,11,0,2,1,3,0.319149,0.348485,0.83,0.253731,1172,5731,6903
2254,2016-11-24,4,6,11,0,3,1,1,0.553191,0.515152,0.92,0.253731,1566,1762,3328
2255,2016-11-25,4,6,11,0,4,1,1,0.510638,0.484848,0.51,0.41791,2850,2981,5831
2256,2016-11-26,4,6,11,0,5,0,1,0.255319,0.30303,0.45,0.38806,2094,2897,4991
2257,2016-11-27,4,6,11,0,6,0,1,0.340426,0.363636,0.49,0.164179,1216,3651,4867
2258,2016-11-28,4,6,11,0,0,1,1,0.553191,0.515152,0.53,0.268657,691,7336,8027
2259,2016-11-29,4,6,11,0,1,1,1,0.553191,0.515152,0.47,0.268657,287,6044,6331
2260,2016-11-30,4,6,11,0,2,1,1,0.553191,0.515152,0.58,0.208955,349,5821,6170
2261,2016-12-01,4,6,12,0,3,1,1,0.510638,0.484848,0.63,0.447761,656,8475,9131
2262,2016-12-02,4,6,12,0,4,1,1,0.276596,0.318182,0.62,0.164179,921,7490,8411
2263,2016-12-03,4,6,12,0,5,0,3,0.297872,0.333333,0.73,0.298507,1423,4786,6209
2264,2016-12-04,4,6,12,0,6,0,3,0.319149,0.348485,0.55,0.179104,948,4316,5264
2265,2016-12-05,4,6,12,0,0,1,3,0.404255,0.409091,0.62,0.104478,704,7506,8210
2266,2016-12-06,4,6,12,0,1,1,1,0.574468,0.530303,0.62,0.253731,155,3738,3893
2267,2016-12-07,4,6,12,0,2,1,1,0.723404,0.636364,0.55,0.119403,638,8017,8655
2268,2016-12-08,4,6,12,0,3,1,3,0.723404,0.636364,0.54,0.164179,537,7456,7993
2269,2016-12-09,4,6,12,0,4,1,3,0.723404,0.636364,0.61,0.283582,455,5964,6419
2270,2016-12-10,4,6,12,0,5,0,3,0.659574,0.590909,0.51,0.223881,711,3491,4202
2271,2016-12-11,4,6,12,0,6,0,1,0.510638,0.484848,0.6,0.104478,585,3230,3815
2272,2016-12-12,4,6,12,0,0,1,1,0.510638,0.484848,0.78,0.19403,573,6464,7037
2273,2016-12-13,4,6,12,0,1,1,1,0.425532,0.424242,0.92,0.253731,464,7279,7743
2274,2016-12-14,4,6,12,0,2,1,1,0.553191,0.515152,0.78,0.134328,486,7124,7610
2275,2016-12-15,4,6,12,0,3,1,1,0.659574,0.590909,0.75,0.104478,148,4408,4556
2276,2016-12-16,4,6,12,0,4,1,3,0.617021,0.560606,0.62,0.208955,210,4307,4517
2277,2016-12-17,4,6,12,0,5,0,1,0.574468,0.530303,0.34,0.253731,233,2086,2319
2278,2016-12-18,4,6,12,0,6,0,1,0.468085,0.454545,0.55,0.268657,425,2888,3313
2279,2016-12-19,4,6,12,0,0,1,1,0.319149,0.348485,0.71,0.238806,494,5834,6328
2280,2016-12-20,4,6,12,0,1,1,1,0.425532,0.424242,0.51,0.268657,384,5722,6106
2281,2016-12-21,1,6,12,0,2,1,4,0.531915,0.5,0.49,0.253731,560,6027,6587
2282,2016-12-22,1,6,12,0,3,1,3,0.680851,0.606061,0.38,0.283582,670,5517,6187
2283,2016-12-23,1,6,12,0,4,1,1,0.702128,0.621212,0.53,0.283582,523,3686,4209
2284,2016-12-24,1,6,12,0,5,0,1,0.638298,0.575758,0.6,0.373134,281,1091,1372
2285,2016-12-25,1,6,12,1,6,0,1,0.531915,0.5,0.55,0.179104,1240,915,2155
2286,2016-12-26,1,6,12,0,0,1,1,0.468085,0.454545,0.81,0.164179,818,1543,2361
